HA Segment_Id	strain	virus	isolate_id	date	region	country	division	location	host	domestic_status
EPI2648234|A/black-headed_gull/Poland/MB196-NJ/2023_HA	A/black-headed_gull/Poland/MB196-NJ/2023	avian_flu	EPI_ISL_18033228	2023-05-11	Europe	Poland	NA	NA	Black-headed gull	NA
EPI2648233|A/black-headed_gull/Poland/MB185-NJ/2023_HA	A/black-headed_gull/Poland/MB185-NJ/2023	avian_flu	EPI_ISL_18033227	2023-05-10	Europe	Poland	NA	NA	Black-headed gull	NA
EPI2648231|A/black-headed_gull/Poland/MB181-6/2023_HA	A/black-headed_gull/Poland/MB181-6/2023	avian_flu	EPI_ISL_18033225	2023-05-10	Europe	Poland	NA	NA	Black-headed gull	NA
EPI2648230|A/black-headed_gull/Poland/MB181-4/2023_HA	A/black-headed_gull/Poland/MB181-4/2023	avian_flu	EPI_ISL_18033224	2023-05-10	Europe	Poland	NA	NA	Black-headed gull	NA
EPI2648229|A/black-headed_gull/Poland/MB180-NMJ/2023_HA	A/black-headed_gull/Poland/MB180-NMJ/2023	avian_flu	EPI_ISL_18033223	2023-05-09	Europe	Poland	NA	NA	Black-headed gull	NA
EPI2648228|A/black-headed_gull/Poland/MB176-M6/2023_HA	A/black-headed_gull/Poland/MB176-M6/2023	avian_flu	EPI_ISL_18033222	2023-05-05	Europe	Poland	NA	NA	Black-headed gull	NA
EPI2648227|A/black-headed_gull/Poland/MB168-M2/2023_HA	A/black-headed_gull/Poland/MB168-M2/2023	avian_flu	EPI_ISL_18033221	2023-05-05	Europe	Poland	NA	NA	Black-headed gull	NA
EPI2648225|A/black-headed_gull/Poland/MB166/2023_HA	A/black-headed_gull/Poland/MB166/2023	avian_flu	EPI_ISL_18033219	2023-05-05	Europe	Poland	NA	NA	Black-headed gull	NA
EPI2648224|A/black-headed_gull/Poland/MB159/2023_HA	A/black-headed_gull/Poland/MB159/2023	avian_flu	EPI_ISL_18033218	2023-05-01	Europe	Poland	NA	NA	Black-headed gull	NA
EPI2648223|A/black-headed_gull/Poland/MB156/2023_HA	A/black-headed_gull/Poland/MB156/2023	avian_flu	EPI_ISL_18033217	2023-05-02	Europe	Poland	NA	NA	Black-headed gull	NA
EPI2648222|A/black-headed_gull/Poland/MB152/2023_HA	A/black-headed_gull/Poland/MB152/2023	avian_flu	EPI_ISL_18033216	2023-04-28	Europe	Poland	NA	NA	Black-headed gull	NA
EPI2648221|A/black-headed_gull/Poland/MB151/2023_HA	A/black-headed_gull/Poland/MB151/2023	avian_flu	EPI_ISL_18033215	2023-04-30	Europe	Poland	NA	NA	Black-headed gull	NA
EPI2648220|A/black-headed_gull/Poland/MB150/2023_HA	A/black-headed_gull/Poland/MB150/2023	avian_flu	EPI_ISL_18033214	2023-04-27	Europe	Poland	NA	NA	Black-headed gull	NA
EPI2648219|A/black-headed_gull/Poland/MB149/2023_HA	A/black-headed_gull/Poland/MB149/2023	avian_flu	EPI_ISL_18033213	2023-04-28	Europe	Poland	NA	NA	Black-headed gull	NA
EPI2648218|A/black-headed_gull/Poland/MB148/2023_HA	A/black-headed_gull/Poland/MB148/2023	avian_flu	EPI_ISL_18033212	2023-04-23	Europe	Poland	NA	NA	Black-headed gull	NA
EPI2648217|A/black-headed_gull/Poland/MB147/2023_HA	A/black-headed_gull/Poland/MB147/2023	avian_flu	EPI_ISL_18033211	2023-04-24	Europe	Poland	NA	NA	Black-headed gull	NA
EPI2648216|A/black-headed_gull/Poland/MB146-4/2023_HA	A/black-headed_gull/Poland/MB146-4/2023	avian_flu	EPI_ISL_18033210	2023-04-24	Europe	Poland	NA	NA	Black-headed gull	NA
EPI2648215|A/black-headed_gull/Poland/MB146-1/2023_HA	A/black-headed_gull/Poland/MB146-1/2023	avian_flu	EPI_ISL_18033209	2023-04-24	Europe	Poland	NA	NA	Black-headed gull	NA
EPI2648214|A/black-headed_gull/Poland/MB145/2023_HA	A/black-headed_gull/Poland/MB145/2023	avian_flu	EPI_ISL_18033208	2023-04-25	Europe	Poland	NA	NA	Black-headed gull	NA
EPI2648213|A/black_headed_gull/Poland/MB143-M1/2023_HA	A/black_headed_gull/Poland/MB143-M1/2023	avian_flu	EPI_ISL_18033207	2023-04-21	Europe	Poland	NA	NA	Black-headed gull	NA
EPI2648212|A/black_headed_gull/Poland/MB142-T/2023_HA	A/black_headed_gull/Poland/MB142-T/2023	avian_flu	EPI_ISL_18033206	2023-04-20	Europe	Poland	NA	NA	Black-headed gull	NA
EPI2648211|A/black-headed_gull/Poland/MB141-T/2023_HA	A/black-headed_gull/Poland/MB141-T/2023	avian_flu	EPI_ISL_18033205	2023-04-20	Europe	Poland	NA	NA	Black-headed gull	NA
EPI2648210|A/black-headed_gull/Poland/MB131-J/2023_HA	A/black-headed_gull/Poland/MB131-J/2023	avian_flu	EPI_ISL_18033204	2023-03-23	Europe	Poland	NA	NA	Black-headed gull	NA
EPI2648209|A/black-headed_gull/Poland/MB129-NJ/2023_HA	A/black-headed_gull/Poland/MB129-NJ/2023	avian_flu	EPI_ISL_18033203	2023-03-22	Europe	Poland	NA	NA	Black-headed gull	NA
EPI2648206|A/black-headed_gull/Poland/MB121-M/2023_HA	A/black-headed_gull/Poland/MB121-M/2023	avian_flu	EPI_ISL_18033200	2023-03-13	Europe	Poland	NA	NA	Black-headed gull	NA
EPI2648191|A/black-headed_gull/Poland/MB081/2023_HA	A/black-headed_gull/Poland/MB081/2023	avian_flu	EPI_ISL_18033185	2023-02-07	Europe	Poland	NA	NA	Black-headed gull	NA
EPI3054371|2024-wk08-06_HA_H5	A/Greater White-fronted Goose/Netherlands/24000645-001/2024	avian_flu	EPI_ISL_18918809	2024-01-10	Europe	Netherlands	Provincie Groningen	NA	White-fronted goose	NA
EPI2188299|A/common eiders/Maine/W22-481A/2022	A/common eiders/Maine/W22-481A/2022	avian_flu	EPI_ISL_15215193	2022-06-12	North America	United States	NA	NA	Somateria mollissima	NA
EPI2188227|A/common eiders/Maine/W22-481B/2022	A/common eiders/Maine/W22-481B/2022	avian_flu	EPI_ISL_15214838	2022-06-12	North America	United States	NA	NA	Somateria mollissima	NA
EPI3053099|A/domestic_duck/Poland/H18-N/2024	A/domestic_duck/Poland/H18-N/2024	avian_flu	EPI_ISL_18885547	2024-01-15	Europe	Poland	Lublin Voivodeship	NA	Anas platyrhynchos f. domestica	Domestic
EPI2056429|A/Chicken/BC/FAV-0488-OS/2022	A/Chicken/BC/FAV-0488-OS/2022	avian_flu	EPI_ISL_13117299	2022-05-18	North America	Canada	British Columbia	NA	Meleagris gallopavo	Domestic
EPI2056421|A/Chicken/BC/FAV-0460-OS/2022	A/Chicken/BC/FAV-0460-OS/2022	avian_flu	EPI_ISL_13117290	2022-05-14	North America	Canada	British Columbia	NA	Meleagris gallopavo	Domestic
EPI2886486|A/jungle crow/Hokkaido/0104Q083T/2022(ha)	A/jungle crow/Hokkaido/0104Q083T/2022	avian_flu	EPI_ISL_18720877	2022-04-25	Asia	Japan	Hokkaido	NA	Crow	NA
EPI2886470|A/jungle crow/Hokkaido/0104Q082T/2022(ha)	A/jungle crow/Hokkaido/0104Q082T/2022	avian_flu	EPI_ISL_18720875	2022-04-25	Asia	Japan	Hokkaido	NA	Crow	NA
EPI2886369|A/jungle crow/Hokkaido/20220404003T/2022(ha)	A/jungle crow/Hokkaido/20220404003T/2022	avian_flu	EPI_ISL_18720863	2022-04-04	Asia	Japan	Hokkaido	NA	Crow	NA
EPI2886361|A/jungle crow/Hokkaido/20220404003E/2022(ha)	A/jungle crow/Hokkaido/20220404003E/2022	avian_flu	EPI_ISL_18720862	2022-04-04	Asia	Japan	Hokkaido	NA	Crow	NA
EPI2886353|A/jungle crow/Hokkaido/20220404002T/2022(ha)	A/jungle crow/Hokkaido/20220404002T/2022	avian_flu	EPI_ISL_18720861	2022-04-04	Asia	Japan	Hokkaido	NA	Crow	NA
EPI2886345|A/jungle crow/Hokkaido/20220404002E/2022(ha)	A/jungle crow/Hokkaido/20220404002E/2022	avian_flu	EPI_ISL_18720860	2022-04-04	Asia	Japan	Hokkaido	NA	Crow	NA
EPI2886337|A/jungle crow/Hokkaido/0103Q080T/2022(ha)	A/jungle crow/Hokkaido/0103Q080T/2022	avian_flu	EPI_ISL_18720859	2022-03-14	Asia	Japan	Hokkaido	NA	Crow	NA
EPI2886329|A/jungle crow/Hokkaido/0103Q079T/2022(ha)	A/jungle crow/Hokkaido/0103Q079T/2022	avian_flu	EPI_ISL_18720858	2022-03-14	Asia	Japan	Hokkaido	NA	Crow	NA
EPI2886321|A/jungle crow/Hokkaido/0103Q078T/2022(ha)	A/jungle crow/Hokkaido/0103Q078T/2022	avian_flu	EPI_ISL_18720857	2022-03-09	Asia	Japan	Hokkaido	NA	Crow	NA
EPI2886313|A/jungle crow/Hokkaido/0103Q077T/2022(ha)	A/jungle crow/Hokkaido/0103Q077T/2022	avian_flu	EPI_ISL_18720856	2022-03-09	Asia	Japan	Hokkaido	NA	Crow	NA
EPI2886305|A/jungle crow/Hokkaido/0103Q076T/2022(ha)	A/jungle crow/Hokkaido/0103Q076T/2022	avian_flu	EPI_ISL_18720855	2022-03-09	Asia	Japan	Hokkaido	NA	Crow	NA
EPI2886297|A/jungle crow/Hokkaido/0103Q075T/2022(ha)	A/jungle crow/Hokkaido/0103Q075T/2022	avian_flu	EPI_ISL_18720854	2022-03-09	Asia	Japan	Hokkaido	NA	Crow	NA
EPI2886289|A/jungle crow/Hokkaido/0103Q074T/2022(ha)	A/jungle crow/Hokkaido/0103Q074T/2022	avian_flu	EPI_ISL_18720853	2022-03-01	Asia	Japan	Hokkaido	NA	Crow	NA
EPI2886281|A/jungle crow/Hokkaido/0103B076T/2022(ha)	A/jungle crow/Hokkaido/0103B076T/2022	avian_flu	EPI_ISL_18720852	2022-04-05	Asia	Japan	Hokkaido	NA	Crow	NA
EPI2886273|A/jungle crow/Hokkaido/0103B075T/2022(ha)	A/jungle crow/Hokkaido/0103B075T/2022	avian_flu	EPI_ISL_18720851	2022-04-05	Asia	Japan	Hokkaido	NA	Crow	NA
EPI2886265|A/jungle crow/Hokkaido/0102Q073T/2022(ha)	A/jungle crow/Hokkaido/0102Q073T/2022	avian_flu	EPI_ISL_18720850	2022-02-24	Asia	Japan	Hokkaido	NA	Crow	NA
EPI2886255|A/jungle crow/Hokkaido/0102Q072T/2022(ha)	A/jungle crow/Hokkaido/0102Q072T/2022	avian_flu	EPI_ISL_18720848	2022-02-24	Asia	Japan	Hokkaido	NA	Crow	NA
EPI2886239|A/jungle crow/Hokkaido/0102Q071T/2022(ha)	A/jungle crow/Hokkaido/0102Q071T/2022	avian_flu	EPI_ISL_18720846	2022-02-24	Asia	Japan	Hokkaido	NA	Crow	NA
EPI2886223|A/jungle crow/Hokkaido/0102Q070T/2022(ha)	A/jungle crow/Hokkaido/0102Q070T/2022	avian_flu	EPI_ISL_18720844	2022-02-24	Asia	Japan	Hokkaido	NA	Crow	NA
EPI2886207|A/jungle crow/Hokkaido/0102Q069T/2022(ha)	A/jungle crow/Hokkaido/0102Q069T/2022	avian_flu	EPI_ISL_18720842	2022-02-20	Asia	Japan	Hokkaido	NA	Crow	NA
EPI2886190|A/jungle crow/Hokkaido/0102Q068T/2022(ha)	A/jungle crow/Hokkaido/0102Q068T/2022	avian_flu	EPI_ISL_18720840	2022-02-20	Asia	Japan	Hokkaido	NA	Crow	NA
EPI2886175|A/jungle crow/Hokkaido/0102Q067T/2022(ha)	A/jungle crow/Hokkaido/0102Q067T/2022	avian_flu	EPI_ISL_18720838	2022-02-20	Asia	Japan	Hokkaido	NA	Crow	NA
EPI2886159|A/jungle crow/Hokkaido/0102Q066T/2022(ha)	A/jungle crow/Hokkaido/0102Q066T/2022	avian_flu	EPI_ISL_18720836	2022-02-20	Asia	Japan	Hokkaido	NA	Crow	NA
EPI2886142|A/jungle crow/Hokkaido/0102Q065T/2022(ha)	A/jungle crow/Hokkaido/0102Q065T/2022	avian_flu	EPI_ISL_18720834	2022-02-18	Asia	Japan	Hokkaido	NA	Crow	NA
EPI2886058|A/jungle crow/Hokkaido/0104Q081T/2022(ha)	A/jungle crow/Hokkaido/0104Q081T/2022	avian_flu	EPI_ISL_18720827	2022-04-09	Asia	Japan	Hokkaido	NA	Crow	NA
EPI2886042|A/jungle crow/Hokkaido/0103B083T/2022(ha)	A/jungle crow/Hokkaido/0103B083T/2022	avian_flu	EPI_ISL_18720825	2022-04-05	Asia	Japan	Hokkaido	NA	Crow	NA
EPI2886026|A/jungle crow/Hokkaido/0103B081T/2022(ha)	A/jungle crow/Hokkaido/0103B081T/2022	avian_flu	EPI_ISL_18720823	2022-04-04	Asia	Japan	Hokkaido	NA	Crow	NA
EPI2886010|A/jungle crow/Hokkaido/0103B080T/2022(ha)	A/jungle crow/Hokkaido/0103B080T/2022	avian_flu	EPI_ISL_18720821	2022-04-04	Asia	Japan	Hokkaido	NA	Crow	NA
EPI2885994|A/jungle crow/Hokkaido/0103B079T/2022(ha)	A/jungle crow/Hokkaido/0103B079T/2022	avian_flu	EPI_ISL_18720819	2022-04-04	Asia	Japan	Hokkaido	NA	Crow	NA
EPI2885978|A/jungle crow/Hokkaido/0103B078T/2022(ha)	A/jungle crow/Hokkaido/0103B078T/2022	avian_flu	EPI_ISL_18720817	2022-04-04	Asia	Japan	Hokkaido	NA	Crow	NA
EPI2885962|A/jungle crow/Hokkaido/0103B077T/2022(ha)	A/jungle crow/Hokkaido/0103B077T/2022	avian_flu	EPI_ISL_18720815	2022-04-04	Asia	Japan	Hokkaido	NA	Crow	NA
EPI2120791|2022-wk31-12_HA_H5	A/Great Crested Grebe/Netherlands/22011830-002/2022	avian_flu	EPI_ISL_14298228	2022-07-01	Europe	Netherlands	Provincie Noord-Holland	NA	Podiceps cristatus	NA
EPI2082689|A/Great white pelican/Israel/123/2022	A/Great white pelican/Israel/123/2022	avian_flu	EPI_ISL_13609610	2022-01-12	Asia	Israel	Haifa District	Ma'ayan Tzvi	Wild waterfowl	Wild
EPI2649365|A/domestic_cat/Poland/H322-M/2023_HA	A/domestic_cat/Poland/H322-M/2023	avian_flu	EPI_ISL_18033418	NA	Europe	Poland	NA	NA	Felis catus	NA
EPI2649364|A/domestic_cat/Poland/H321-M/2023_HA	A/domestic_cat/Poland/H321-M/2023	avian_flu	EPI_ISL_18033417	NA	Europe	Poland	NA	NA	Felis catus	NA
EPI2649363|A/domestic_cat/Poland/H320-M/2023_HA	A/domestic_cat/Poland/H320-M/2023	avian_flu	EPI_ISL_18033416	NA	Europe	Poland	NA	NA	Felis catus	NA
EPI2649362|A/domestic_cat/Poland/H319-M/2023_HA	A/domestic_cat/Poland/H319-M/2023	avian_flu	EPI_ISL_18033415	NA	Europe	Poland	NA	NA	Felis catus	NA
EPI2649361|A/domestic_cat/Poland/H314-W3/2023_HA	A/domestic_cat/Poland/H314-W3/2023	avian_flu	EPI_ISL_18033414	2023-07-06	Europe	Poland	NA	NA	Felis catus	NA
EPI2649360|A/domestic_cat/Poland/H304-M2/2023_HA	A/domestic_cat/Poland/H304-M2/2023	avian_flu	EPI_ISL_18033413	NA	Europe	Poland	NA	NA	Felis catus	NA
EPI2649359|A/domestic_cat/Poland/H304-M1/2023_HA	A/domestic_cat/Poland/H304-M1/2023	avian_flu	EPI_ISL_18033412	NA	Europe	Poland	NA	NA	Felis catus	NA
EPI2649358|A/domestic_cat/Poland/H299-N/2023_HA	A/domestic_cat/Poland/H299-N/2023	avian_flu	EPI_ISL_18033411	NA	Europe	Poland	NA	NA	Felis catus	NA
EPI2649357|A/domestic_cat/Poland/H293-N/2023_HA	A/domestic_cat/Poland/H293-N/2023	avian_flu	EPI_ISL_18033410	NA	Europe	Poland	NA	NA	Felis catus	NA
EPI2649356|A/domestic_cat/Poland/H275k3-M/2023_HA	A/domestic_cat/Poland/H275k3-M/2023	avian_flu	EPI_ISL_18033409	NA	Europe	Poland	NA	NA	Felis catus	NA
EPI2281678|A/cat/France/22P026544/2022	A/cat/France/22P026544/2022	avian_flu	EPI_ISL_16395206	2022-12-24	Europe	France	Region Pays de la Loire	NA	Felis catus	Domestic
EPI2704329|A/Peregrine Falcon/Iowa/USDA-012093-001/2022_HA	A/Peregrine Falcon/Iowa/USDA-012093-001/2022	avian_flu	EPI_ISL_18132427	2022-04-15	North America	United States	Iowa	NA	Falcon	NA
NA	A/falcon/Peru/A273/2022	avian_flu	EPI_ISL_17477223	NA	South America	Peru	NA	NA	Falcon	NA
EPI2505271|A/falcon/Japan/NIES-231b/2022	A/falcon/Japan/NIES-231b/2022	avian_flu	EPI_ISL_17411246	2022-10-16	Asia	Japan	Niigata	NA	Falcon	NA
EPI2505269|A/falcon/Japan/NIES-212b/2022	A/falcon/Japan/NIES-212b/2022	avian_flu	EPI_ISL_17411244	2022-10-11	Asia	Japan	Fukui	NA	Falcon	NA
EPI2505267|A/falcon/Japan/1409-C001T1b/2022	A/falcon/Japan/1409-C001T1b/2022	avian_flu	EPI_ISL_17411242	2022-09-25	Asia	Japan	Kanagawa	NA	Falcon	NA
NA	A/falcon/Japan/NIES-231/2022	avian_flu	EPI_ISL_17411241	2022-10-16	Asia	Japan	Niigata	NA	Falcon	NA
NA	A/falcon/Japan/NIES-212/2022	avian_flu	EPI_ISL_17411238	2022-10-11	Asia	Japan	Fukui	NA	Falcon	NA
NA	A/falcon/Japan/1409-C001T1/2022	avian_flu	EPI_ISL_17411236	2022-09-25	Asia	Japan	Kanagawa	NA	Falcon	NA
EPI2635279|A/Gyrfalcon/Iceland/2023AI04255/2022_seg4	A/Gyrfalcon/Iceland/2023AI04255/2022	avian_flu	EPI_ISL_18001904	2022-10-11	Europe	Iceland	NA	NA	Falco	NA
EPI2909437|A/cackling goose/Alaska/USGS-0251/2022_HA	A/cackling goose/Alaska/USGS-0251/2022	avian_flu	EPI_ISL_18755529	2022-09-09	North America	United States	Alaska	NA	Goose	NA
EPI2708027|A/goose/Wyoming/USDA-010159-001/2022_HA	A/goose/Wyoming/USDA-010159-001/2022	avian_flu	EPI_ISL_18132890	2022-04-04	North America	United States	Wyoming	NA	Goose	NA
EPI2705509|A/goose/Alaska/USDA-013831-002/2022_HA	A/goose/Alaska/USDA-013831-002/2022	avian_flu	EPI_ISL_18132575	2022-04-27	North America	United States	Alaska	NA	Goose	NA
EPI2705485|A/goose/Alaska/USDA-013831-003/2022_HA	A/goose/Alaska/USDA-013831-003/2022	avian_flu	EPI_ISL_18132572	2022-04-27	North America	United States	Alaska	NA	Goose	NA
EPI2705453|A/goose/Minnesota/USDA-011138-001/2022_HA	A/goose/Minnesota/USDA-011138-001/2022	avian_flu	EPI_ISL_18132568	2022-04-11	North America	United States	Minnesota	NA	Goose	NA
EPI2705420|A/goose/Minnesota/USDA-011138-002/2022_HA	A/goose/Minnesota/USDA-011138-002/2022	avian_flu	EPI_ISL_18132564	2022-04-11	North America	United States	Minnesota	NA	Goose	NA
EPI2705388|A/goose/Minnesota/USDA-012373-002/2022_HA	A/goose/Minnesota/USDA-012373-002/2022	avian_flu	EPI_ISL_18132560	2022-04-21	North America	United States	Minnesota	NA	Goose	NA
EPI2705356|A/goose/Missouri/USDA-012338-006/2022_HA	A/goose/Missouri/USDA-012338-006/2022	avian_flu	EPI_ISL_18132556	2022-03-15	North America	United States	Missouri	NA	Goose	NA
EPI2705309|A/Ross's Goose/North Dakota/USDA-010663-019/2022_HA	A/Ross's Goose/North Dakota/USDA-010663-019/2022	avian_flu	EPI_ISL_18132550	2022-04-01	North America	United States	North Dakota	NA	Goose	NA
EPI2705278|A/Ross's Goose/North Dakota/USDA-009481-021/2022_HA	A/Ross's Goose/North Dakota/USDA-009481-021/2022	avian_flu	EPI_ISL_18132547	2022-03-23	North America	United States	North Dakota	NA	Goose	NA
EPI2705245|A/Ross's Goose/North Dakota/USDA-009482-001/2022_HA	A/Ross's Goose/North Dakota/USDA-009482-001/2022	avian_flu	EPI_ISL_18132542	2022-03-22	North America	United States	North Dakota	NA	Goose	NA
EPI2705213|A/Ross's Goose/North Dakota/USDA-010036-002/2022_HA	A/Ross's Goose/North Dakota/USDA-010036-002/2022	avian_flu	EPI_ISL_18132539	2022-03-25	North America	United States	North Dakota	NA	Goose	NA
EPI2705182|A/Ross's Goose/North Dakota/USDA-010036-003/2022_HA	A/Ross's Goose/North Dakota/USDA-010036-003/2022	avian_flu	EPI_ISL_18132535	2022-03-25	North America	United States	North Dakota	NA	Goose	NA
EPI2705157|A/Ross's Goose/North Dakota/USDA-010036-005/2022_HA	A/Ross's Goose/North Dakota/USDA-010036-005/2022	avian_flu	EPI_ISL_18132531	2022-03-25	North America	United States	North Dakota	NA	Goose	NA
EPI2705133|A/Ross's Goose/North Dakota/USDA-010036-006/2022_HA	A/Ross's Goose/North Dakota/USDA-010036-006/2022	avian_flu	EPI_ISL_18132528	2022-03-25	North America	United States	North Dakota	NA	Goose	NA
EPI2705109|A/Ross's Goose/North Dakota/USDA-010663-017/2022_HA	A/Ross's Goose/North Dakota/USDA-010663-017/2022	avian_flu	EPI_ISL_18132525	2022-04-01	North America	United States	North Dakota	NA	Goose	NA
EPI2705086|A/Ross's Goose/North Dakota/USDA-010663-018/2022_HA	A/Ross's Goose/North Dakota/USDA-010663-018/2022	avian_flu	EPI_ISL_18132523	2022-04-01	North America	United States	North Dakota	NA	Goose	NA
EPI2705059|A/Ross's Goose/North Dakota/USDA-010663-020/2022_HA	A/Ross's Goose/North Dakota/USDA-010663-020/2022	avian_flu	EPI_ISL_18132520	2022-04-01	North America	United States	North Dakota	NA	Goose	NA
EPI2705026|A/Ross's Goose/North Dakota/USDA-009481-018/2022_HA	A/Ross's Goose/North Dakota/USDA-009481-018/2022	avian_flu	EPI_ISL_18132514	2022-03-23	North America	United States	North Dakota	NA	Goose	NA
EPI2704994|A/Ross's Goose/North Dakota/USDA-010663-021/2022_HA	A/Ross's Goose/North Dakota/USDA-010663-021/2022	avian_flu	EPI_ISL_18132511	2022-04-01	North America	United States	North Dakota	NA	Goose	NA
EPI2704961|A/Ross's Goose/North Dakota/USDA-010663-022/2022_HA	A/Ross's Goose/North Dakota/USDA-010663-022/2022	avian_flu	EPI_ISL_18132507	2022-04-01	North America	United States	North Dakota	NA	Goose	NA
EPI2704928|A/Ross's Goose/North Dakota/USDA-010663-023/2022_HA	A/Ross's Goose/North Dakota/USDA-010663-023/2022	avian_flu	EPI_ISL_18132502	2022-04-01	North America	United States	North Dakota	NA	Goose	NA
EPI2704897|A/Snow Goose/Colorado/USDA-008935-001/2022_HA	A/Snow Goose/Colorado/USDA-008935-001/2022	avian_flu	EPI_ISL_18132499	2022-03-18	North America	United States	Colorado	NA	Goose	NA
EPI2704895|A/Ross's Goose/North Dakota/USDA-010663-024/2022_HA	A/Ross's Goose/North Dakota/USDA-010663-024/2022	avian_flu	EPI_ISL_18132498	2022-04-01	North America	United States	North Dakota	NA	Goose	NA
EPI2704868|A/Snow Goose/Colorado/USDA-008935-002/2022_HA	A/Snow Goose/Colorado/USDA-008935-002/2022	avian_flu	EPI_ISL_18132496	2022-03-18	North America	United States	Colorado	NA	Goose	NA
EPI2704863|A/Ross's Goose/North Dakota/USDA-010663-025/2022_HA	A/Ross's Goose/North Dakota/USDA-010663-025/2022	avian_flu	EPI_ISL_18132494	2022-04-01	North America	United States	North Dakota	NA	Goose	NA
EPI2704836|A/Snow Goose/Colorado/USDA-008935-003/2022_HA	A/Snow Goose/Colorado/USDA-008935-003/2022	avian_flu	EPI_ISL_18132492	2022-03-18	North America	United States	Colorado	NA	Goose	NA
EPI2704831|A/Ross's Goose/North Dakota/USDA-011033-001/2022_HA	A/Ross's Goose/North Dakota/USDA-011033-001/2022	avian_flu	EPI_ISL_18132490	2022-04-05	North America	United States	North Dakota	NA	Goose	NA
EPI2704804|A/Snow Goose/Colorado/USDA-008935-006/2022_HA	A/Snow Goose/Colorado/USDA-008935-006/2022	avian_flu	EPI_ISL_18132488	2022-03-18	North America	United States	Colorado	NA	Goose	NA
EPI2704800|A/Ross's Goose/North Dakota/USDA-011033-002/2022_HA	A/Ross's Goose/North Dakota/USDA-011033-002/2022	avian_flu	EPI_ISL_18132486	2022-04-05	North America	United States	North Dakota	NA	Goose	NA
EPI2704776|A/Ross's Goose/North Dakota/USDA-011218-004/2022_HA	A/Ross's Goose/North Dakota/USDA-011218-004/2022	avian_flu	EPI_ISL_18132483	2022-04-06	North America	United States	North Dakota	NA	Goose	NA
EPI2704773|A/Ross's Goose/North Dakota/USDA-011034-001/2022_HA	A/Ross's Goose/North Dakota/USDA-011034-001/2022	avian_flu	EPI_ISL_18132482	2022-04-04	North America	United States	North Dakota	NA	Goose	NA
EPI2704752|A/Snow Goose/Colorado/USDA-009742-001/2022_HA	A/Snow Goose/Colorado/USDA-009742-001/2022	avian_flu	EPI_ISL_18132480	2022-03-23	North America	United States	Colorado	NA	Goose	NA
EPI2704748|A/Ross's Goose/North Dakota/USDA-009481-019/2022_HA	A/Ross's Goose/North Dakota/USDA-009481-019/2022	avian_flu	EPI_ISL_18132479	2022-03-23	North America	United States	North Dakota	NA	Goose	NA
EPI2704728|A/Snow Goose/Iowa/USDA-007764-001/2022_HA	A/Snow Goose/Iowa/USDA-007764-001/2022	avian_flu	EPI_ISL_18132477	2022-03-08	North America	United States	Iowa	NA	Goose	NA
EPI2704725|A/Ross's Goose/North Dakota/USDA-009481-017/2022_HA	A/Ross's Goose/North Dakota/USDA-009481-017/2022	avian_flu	EPI_ISL_18132476	2022-03-23	North America	United States	North Dakota	NA	Goose	NA
EPI2704704|A/Snow Goose/Iowa/USDA-008376-001/2022_HA	A/Snow Goose/Iowa/USDA-008376-001/2022	avian_flu	EPI_ISL_18132474	2022-03-15	North America	United States	Iowa	NA	Goose	NA
EPI2704680|A/Snow Goose/Iowa/USDA-008719-001/2022_HA	A/Snow Goose/Iowa/USDA-008719-001/2022	avian_flu	EPI_ISL_18132471	2022-03-22	North America	United States	Iowa	NA	Goose	NA
EPI2704677|A/Ross's Goose/Iowa/USDA-008376-002/2022_HA	A/Ross's Goose/Iowa/USDA-008376-002/2022	avian_flu	EPI_ISL_18132470	2022-03-15	North America	United States	Iowa	NA	Goose	NA
EPI2704650|A/Snow Goose/Iowa/USDA-008719-002/2022_HA	A/Snow Goose/Iowa/USDA-008719-002/2022	avian_flu	EPI_ISL_18132467	2022-03-22	North America	United States	Iowa	NA	Goose	NA
EPI2704618|A/Snow Goose/Iowa/USDA-008719-003/2022_HA	A/Snow Goose/Iowa/USDA-008719-003/2022	avian_flu	EPI_ISL_18132463	2022-03-22	North America	United States	Iowa	NA	Goose	NA
EPI2704586|A/Snow Goose/Kansas/USDA-006804-003/2022_HA	A/Snow Goose/Kansas/USDA-006804-003/2022	avian_flu	EPI_ISL_18132459	2022-02-28	North America	United States	Kansas	NA	Goose	NA
EPI2704554|A/Snow Goose/Kansas/USDA-006804-007/2022_HA	A/Snow Goose/Kansas/USDA-006804-007/2022	avian_flu	EPI_ISL_18132455	2022-02-28	North America	United States	Kansas	NA	Goose	NA
EPI2704346|A/Ross's Goose/North Dakota/USDA-011569-004/2022_HA	A/Ross's Goose/North Dakota/USDA-011569-004/2022	avian_flu	EPI_ISL_18132429	2022-04-07	North America	United States	North Dakota	NA	Goose	NA
EPI2704322|A/Ross's Goose/North Dakota/USDA-011578-001/2022_HA	A/Ross's Goose/North Dakota/USDA-011578-001/2022	avian_flu	EPI_ISL_18132426	2022-04-10	North America	United States	North Dakota	NA	Goose	NA
